powder_id,block,tilt_deg,phase,trial,action,rpm,before_g,after_g,delta_g,flag,t_ms
xanthan-gum,A,45.0,baseline,0,,,0.0,0.0,0.0,,7470
xanthan-gum,A,45.0,baseline,1,,,0.0,0.0,0.0,,9568
xanthan-gum,A,45.0,baseline,2,,,0.0,0.0,0.0,,11671
xanthan-gum,A,45.0,baseline,3,,,0.0,0.0,0.0,,13786
xanthan-gum,A,45.0,baseline,4,,,0.0,0.0,0.0,,15880
xanthan-gum,A,45.0,baseline,5,,,0.0,0.0,0.0,,17982
xanthan-gum,A,45.0,baseline,6,,,0.0,0.0,0.0,,20097
xanthan-gum,A,45.0,baseline,7,,,0.0,0.0,0.0,,22191
xanthan-gum,B,0.0,hold,0,15,,0.0,0.0,0.0,,42664
xanthan-gum,B,45.0,hold,0,15,,0.0,0.0,0.0,,63129
xanthan-gum,B,90.0,hold,0,15,,0.0,0.0,0.0,,83593
xanthan-gum,C,0.0,rotation,0,360.0,30.0,0.0,0.0153,0.0153,,96017
xanthan-gum,C,0.0,rotation,1,360.0,30.0,0.0153,0.0356,0.0203,,102426
xanthan-gum,C,0.0,rotation,2,360.0,30.0,0.0356,0.0632,0.0276,,108833
xanthan-gum,C,0.0,rotation,3,360.0,30.0,0.0632,0.0892,0.026,,115238
xanthan-gum,C,0.0,rotation,4,360.0,30.0,0.0892,0.1161,0.0269,,121646
xanthan-gum,C,0.0,rotation,5,360.0,30.0,0.1161,0.1423,0.0262,,128055
xanthan-gum,C,45.0,rotation,0,360.0,30.0,0.0,0.1995,0.1995,,139731
xanthan-gum,C,45.0,rotation,1,360.0,30.0,0.1995,0.351,0.1515,,146139
xanthan-gum,C,45.0,rotation,2,360.0,30.0,0.351,0.514,0.163,,153682
xanthan-gum,C,45.0,rotation,3,360.0,30.0,0.514,0.6651,0.1511,,160090
xanthan-gum,C,45.0,rotation,4,360.0,30.0,0.6651,0.8131,0.148,,166496
xanthan-gum,C,45.0,rotation,5,360.0,30.0,0.8131,0.9671,0.154,,172903
xanthan-gum,C,90.0,rotation,0,360.0,30.0,0.0,0.2007,0.2007,,184577
xanthan-gum,C,90.0,rotation,1,360.0,30.0,0.2007,0.3813,0.1806,,190985
xanthan-gum,C,90.0,rotation,2,360.0,30.0,0.3813,0.566,0.1847,,197391
xanthan-gum,C,90.0,rotation,3,360.0,30.0,0.566,0.7495,0.1835,,203797
xanthan-gum,C,90.0,rotation,4,360.0,30.0,0.7495,0.9317,0.1822,,210203
xanthan-gum,C,90.0,rotation,5,360.0,30.0,0.9317,1.1206,0.1889,,216611
xanthan-gum,D,45.0,speed,0,3.0,15.0,0.0,0.7,0.7,,238038
xanthan-gum,D,45.0,speed,1,3.0,45.0,0.7,1.074,0.374,,244924
xanthan-gum,D,45.0,speed,2,3.0,90.0,1.0741,1.3917,0.3176,,249894
xanthan-gum,E,0.0,refeed,0,360.0,30.0,0.0,0.0179,0.0179,,261552
xanthan-gum,E,0.0,tap,0,1,,0.0179,0.0188,0.0009,,264709
xanthan-gum,E,0.0,refeed,1,360.0,30.0,0.0188,0.0398,0.021,,271115
xanthan-gum,E,0.0,tap,1,1,,0.0398,0.0398,0.0,,273512
xanthan-gum,E,0.0,refeed,2,360.0,30.0,0.0398,0.0601,0.0203,,279913
xanthan-gum,E,0.0,tap,2,1,,0.0601,0.0602,0.0001,,282310
xanthan-gum,E,0.0,refeed,3,360.0,30.0,0.0602,0.0807,0.0205,,288716
xanthan-gum,E,0.0,tap,3,1,,0.0807,0.0808,0.0001,,291113
xanthan-gum,E,0.0,refeed,4,360.0,30.0,0.0808,0.1007,0.0199,,297516
xanthan-gum,E,0.0,tap,4,1,,0.1007,0.1007,0.0,,299901
xanthan-gum,E,0.0,refeed,5,360.0,30.0,0.1007,0.1205,0.0198,,306308
xanthan-gum,E,0.0,tap,5,1,,0.1205,0.1205,0.0,,308705
xanthan-gum,E,0.0,refeed,6,360.0,30.0,0.1206,0.1406,0.02,,315110
xanthan-gum,E,0.0,tap,6,1,,0.1406,0.1407,0.0001,,317507
xanthan-gum,E,0.0,refeed,7,360.0,30.0,0.1407,0.1611,0.0204,,323915
xanthan-gum,E,0.0,tap,7,1,,0.1611,0.1611,0.0,,326295
xanthan-gum,E,45.0,refeed,0,360.0,30.0,0.0,0.1427,0.1427,,337961
xanthan-gum,E,45.0,tap,0,1,,0.1427,0.1596,0.0169,,340358
xanthan-gum,E,45.0,refeed,1,360.0,30.0,0.1596,0.2833,0.1237,,346765
xanthan-gum,E,45.0,tap,1,1,,0.2833,0.2982,0.0149,,349161
xanthan-gum,E,45.0,refeed,2,360.0,30.0,0.2982,0.432,0.1338,,355557
xanthan-gum,E,45.0,tap,2,1,,0.432,0.4431,0.0111,,357947
xanthan-gum,E,45.0,refeed,3,360.0,30.0,0.4431,0.5836,0.1405,,364356
xanthan-gum,E,45.0,tap,3,1,,0.5836,0.5979,0.0143,,366753
xanthan-gum,E,45.0,refeed,4,360.0,30.0,0.5979,0.7321,0.1342,,373159
xanthan-gum,E,45.0,tap,4,1,,0.7321,0.7479,0.0158,,375542
xanthan-gum,E,45.0,refeed,5,360.0,30.0,0.7479,0.8864,0.1385,,381950
xanthan-gum,E,45.0,tap,5,1,,0.8864,0.8954,0.009,,384347
xanthan-gum,E,45.0,refeed,6,360.0,30.0,0.8954,1.0391,0.1437,,390754
xanthan-gum,E,45.0,tap,6,1,,1.0391,1.0482,0.0091,,393150
xanthan-gum,E,45.0,refeed,7,360.0,30.0,1.0482,1.1819,0.1337,,399558
xanthan-gum,E,45.0,tap,7,1,,1.1819,1.1997,0.0178,,401938
