powder_id,block,tilt_deg,rpm,t_ms,grams,stable
xanthan-gum,D,45.0,15.0,222342,0.0,1
xanthan-gum,D,45.0,15.0,222630,0.0,1
xanthan-gum,D,45.0,15.0,222916,0.0057,0
xanthan-gum,D,45.0,15.0,223201,0.0234,0
xanthan-gum,D,45.0,15.0,223489,0.0524,0
xanthan-gum,D,45.0,15.0,223777,0.0874,0
xanthan-gum,D,45.0,15.0,224063,0.1158,0
xanthan-gum,D,45.0,15.0,224350,0.1377,0
xanthan-gum,D,45.0,15.0,224637,0.1527,0
xanthan-gum,D,45.0,15.0,224924,0.1691,0
xanthan-gum,D,45.0,15.0,225210,0.1782,0
xanthan-gum,D,45.0,15.0,225498,0.1845,0
xanthan-gum,D,45.0,15.0,225783,0.1894,0
xanthan-gum,D,45.0,15.0,226072,0.1921,0
xanthan-gum,D,45.0,15.0,226358,0.1928,0
xanthan-gum,D,45.0,15.0,226645,0.1929,0
xanthan-gum,D,45.0,15.0,226931,0.1992,0
xanthan-gum,D,45.0,15.0,227219,0.2165,0
xanthan-gum,D,45.0,15.0,227508,0.2401,0
xanthan-gum,D,45.0,15.0,227792,0.2674,0
xanthan-gum,D,45.0,15.0,228080,0.2966,0
xanthan-gum,D,45.0,15.0,228367,0.3209,0
xanthan-gum,D,45.0,15.0,228654,0.3333,0
xanthan-gum,D,45.0,15.0,228940,0.3476,0
xanthan-gum,D,45.0,15.0,229228,0.3589,0
xanthan-gum,D,45.0,15.0,229513,0.3662,0
xanthan-gum,D,45.0,15.0,229801,0.3705,0
xanthan-gum,D,45.0,15.0,230088,0.3734,0
xanthan-gum,D,45.0,15.0,230388,0.3741,0
xanthan-gum,D,45.0,15.0,230757,0.3744,0
xanthan-gum,D,45.0,15.0,231046,0.3831,0
xanthan-gum,D,45.0,15.0,231330,0.4055,0
xanthan-gum,D,45.0,15.0,231619,0.4372,0
xanthan-gum,D,45.0,15.0,231906,0.4663,0
xanthan-gum,D,45.0,15.0,232191,0.4909,0
xanthan-gum,D,45.0,15.0,232479,0.5072,0
xanthan-gum,D,45.0,15.0,232767,0.522,0
xanthan-gum,D,45.0,15.0,233052,0.535,0
xanthan-gum,D,45.0,15.0,233339,0.544,0
xanthan-gum,D,45.0,15.0,233627,0.5492,0
xanthan-gum,D,45.0,15.0,233913,0.5521,0
xanthan-gum,D,45.0,15.0,234200,0.5541,0
xanthan-gum,D,45.0,15.0,234487,0.5543,0
xanthan-gum,D,45.0,15.0,234773,0.5549,0
xanthan-gum,D,45.0,15.0,235060,0.5647,0
xanthan-gum,D,45.0,15.0,235348,0.5856,0
xanthan-gum,D,45.0,15.0,235633,0.6148,0
xanthan-gum,D,45.0,15.0,235921,0.6427,0
xanthan-gum,D,45.0,45.0,238515,0.7,1
xanthan-gum,D,45.0,45.0,238796,0.7,1
xanthan-gum,D,45.0,45.0,239077,0.7004,0
xanthan-gum,D,45.0,45.0,239364,0.7212,0
xanthan-gum,D,45.0,45.0,239651,0.733,0
xanthan-gum,D,45.0,45.0,239937,0.7483,0
xanthan-gum,D,45.0,45.0,240224,0.7841,0
xanthan-gum,D,45.0,45.0,240512,0.8252,0
xanthan-gum,D,45.0,45.0,240799,0.845,0
xanthan-gum,D,45.0,45.0,241085,0.8503,0
xanthan-gum,D,45.0,45.0,241372,0.8691,0
xanthan-gum,D,45.0,45.0,241661,0.9113,0
xanthan-gum,D,45.0,45.0,241945,0.948,0
xanthan-gum,D,45.0,45.0,242233,0.961,0
xanthan-gum,D,45.0,45.0,242520,0.9693,0
xanthan-gum,D,45.0,45.0,242807,1.0016,0
xanthan-gum,D,45.0,90.0,245388,1.074,1
xanthan-gum,D,45.0,90.0,245676,1.0741,1
xanthan-gum,D,45.0,90.0,245963,1.0741,1
xanthan-gum,D,45.0,90.0,246248,1.099,0
xanthan-gum,D,45.0,90.0,246536,1.1686,0
xanthan-gum,D,45.0,90.0,246823,1.199,0
xanthan-gum,D,45.0,90.0,247109,1.24,0
xanthan-gum,D,45.0,90.0,247398,1.2827,0
