powder_id,block,started_utc,started_local,elapsed_s
carboxymethyl-cellulose,A,2026-08-05T21:52:54.169334+00:00,2026-08-05 15:52:54 MDT,2.2
carboxymethyl-cellulose,B,2026-08-05T21:53:16.323235+00:00,2026-08-05 15:53:16 MDT,24.3
carboxymethyl-cellulose,C,2026-08-05T21:54:17.713620+00:00,2026-08-05 15:54:17 MDT,85.7
carboxymethyl-cellulose,D,2026-08-05T21:56:29.594620+00:00,2026-08-05 15:56:29 MDT,217.6
carboxymethyl-cellulose,E,2026-08-05T21:57:02.404879+00:00,2026-08-05 15:57:02 MDT,250.4
carboxymethyl-cellulose,F,2026-08-05T21:59:35.219610+00:00,2026-08-05 15:59:35 MDT,403.2
carboxymethyl-cellulose,G,2026-08-05T21:59:35.226030+00:00,2026-08-05 15:59:35 MDT,403.2
