powder_id,block,started_utc,elapsed_s
brown-rice-flour,A,2026-08-05T18:53:07.794897+00:00,2.1
brown-rice-flour,B,2026-08-05T18:53:29.980656+00:00,24.3
brown-rice-flour,C,2026-08-05T18:54:31.373344+00:00,85.7
brown-rice-flour,D,2026-08-05T18:56:43.252996+00:00,217.6
brown-rice-flour,E,2026-08-05T18:57:16.732040+00:00,251.1
brown-rice-flour,F,2026-08-05T18:59:48.792867+00:00,403.1
brown-rice-flour,G,2026-08-05T18:59:48.800124+00:00,403.2
