powder_id,block,tilt_deg,phase,trial,action,rpm,before_g,after_g,delta_g,flag,t_ms
calcium-lactate,A,45.0,baseline,0,,,0.0,0.0,0.0,,7474
calcium-lactate,A,45.0,baseline,1,,,0.0,0.0,0.0,,9572
calcium-lactate,A,45.0,baseline,2,,,0.0,0.0,0.0,,11675
calcium-lactate,A,45.0,baseline,3,,,0.0,0.0,0.0,,13790
calcium-lactate,A,45.0,baseline,4,,,0.0,0.0,0.0,,15884
calcium-lactate,A,45.0,baseline,5,,,0.0,0.0,0.0,,17987
calcium-lactate,A,45.0,baseline,6,,,0.0,0.0,0.0,,20102
calcium-lactate,A,45.0,baseline,7,,,0.0,0.0,0.0,,22196
calcium-lactate,B,0.0,hold,0,15,,0.0,0.0,0.0,,42669
calcium-lactate,B,45.0,hold,0,15,,0.0,0.0,0.0,,63133
calcium-lactate,B,90.0,hold,0,15,,0.0,0.0,0.0,,83598
calcium-lactate,C,0.0,rotation,0,360.0,30.0,0.0,0.0259,0.0259,,96021
calcium-lactate,C,0.0,rotation,1,360.0,30.0,0.0259,0.0709,0.045,,102429
calcium-lactate,C,0.0,rotation,2,360.0,30.0,0.0709,0.124,0.0531,,108837
calcium-lactate,C,0.0,rotation,3,360.0,30.0,0.124,0.1775,0.0535,,115245
calcium-lactate,C,0.0,rotation,4,360.0,30.0,0.1775,0.2319,0.0544,,121653
calcium-lactate,C,0.0,rotation,5,360.0,30.0,0.2319,0.2839,0.052,,128058
calcium-lactate,C,45.0,rotation,0,360.0,30.0,0.0,0.1962,0.1962,,139734
calcium-lactate,C,45.0,rotation,1,360.0,30.0,0.1962,0.3992,0.203,,146140
calcium-lactate,C,45.0,rotation,2,360.0,30.0,0.3992,0.6033,0.2041,,152547
calcium-lactate,C,45.0,rotation,3,360.0,30.0,0.6033,0.7962,0.1929,,158953
calcium-lactate,C,45.0,rotation,4,360.0,30.0,0.7962,0.9945,0.1983,,165357
calcium-lactate,C,45.0,rotation,5,360.0,30.0,0.9945,1.1897,0.1952,,171763
calcium-lactate,C,90.0,rotation,0,360.0,30.0,0.0,0.2436,0.2436,,183620
