powder_id,block,tilt_deg,phase,trial,action,rpm,before_g,after_g,delta_g,flag,t_ms
calcium-lactate,C,90.0,rotation,1,360.0,30.0,0.2436,0.4708,0.2272,,191174
calcium-lactate,C,90.0,rotation,2,360.0,30.0,0.4708,0.7078,0.237,,197581
calcium-lactate,C,90.0,rotation,3,360.0,30.0,0.7078,0.9385,0.2307,,203989
calcium-lactate,C,90.0,rotation,4,360.0,30.0,0.9385,1.1653,0.2268,,210397
calcium-lactate,C,90.0,rotation,5,360.0,30.0,1.1653,1.3935,0.2282,,216804
calcium-lactate,D,45.0,speed,0,3.0,15.0,0.0,0.5713,0.5713,,238223
calcium-lactate,D,45.0,speed,1,3.0,45.0,0.5713,1.0218,0.4505,,247309
calcium-lactate,D,45.0,speed,2,3.0,90.0,1.0218,1.4074,0.3856,,252764
calcium-lactate,E,0.0,refeed,0,360.0,30.0,0.0,0.0328,0.0328,,264428
calcium-lactate,E,0.0,tap,0,1,,0.0328,0.0347,0.0019,,267775
calcium-lactate,E,0.0,refeed,1,360.0,30.0,0.0347,0.0764,0.0417,,274182
calcium-lactate,E,0.0,tap,1,1,,0.0764,0.079,0.0026,,277528
calcium-lactate,E,0.0,refeed,2,360.0,30.0,0.079,0.1232,0.0442,,283937
calcium-lactate,E,0.0,tap,2,1,,0.1232,0.1257,0.0025,,287474
calcium-lactate,E,0.0,refeed,3,360.0,30.0,0.1257,0.1704,0.0447,,293882
calcium-lactate,E,0.0,tap,3,1,,0.1704,0.1724,0.002,,297229
calcium-lactate,E,0.0,refeed,4,360.0,30.0,0.1724,0.2162,0.0438,,303637
calcium-lactate,E,0.0,tap,4,1,,0.2162,0.2181,0.0019,,306983
calcium-lactate,E,0.0,refeed,5,360.0,30.0,0.2181,0.2631,0.045,,313391
calcium-lactate,E,0.0,tap,5,1,,0.2631,0.2657,0.0026,,316738
calcium-lactate,E,0.0,refeed,6,360.0,30.0,0.2656,0.3085,0.0429,,323146
calcium-lactate,E,0.0,tap,6,1,,0.3085,0.311,0.0025,,326493
calcium-lactate,E,0.0,refeed,7,360.0,30.0,0.311,0.3545,0.0435,,332899
calcium-lactate,E,0.0,tap,7,1,,0.3545,0.357,0.0025,,336246
calcium-lactate,E,45.0,refeed,0,360.0,30.0,0.0,0.186,0.186,,348104
calcium-lactate,E,45.0,tap,0,1,,0.186,0.2039,0.0179,,350501
calcium-lactate,E,45.0,refeed,1,360.0,30.0,0.2039,0.3705,0.1666,,357859
calcium-lactate,E,45.0,tap,1,1,,0.3705,0.3904,0.0199,,360256
calcium-lactate,E,45.0,refeed,2,360.0,30.0,0.3904,0.5655,0.1751,,366661
calcium-lactate,E,45.0,tap,2,1,,0.5655,0.5804,0.0149,,369058
calcium-lactate,E,45.0,refeed,3,360.0,30.0,0.5804,0.7388,0.1584,,375464
calcium-lactate,E,45.0,tap,3,1,,0.7388,0.7606,0.0218,,377844
calcium-lactate,E,45.0,refeed,4,360.0,30.0,0.7606,0.9235,0.1629,,384254
calcium-lactate,E,45.0,tap,4,1,,0.9238,0.9439,0.0201,,387222
calcium-lactate,E,45.0,refeed,5,360.0,30.0,0.9439,1.1058,0.1619,,393630
calcium-lactate,E,45.0,tap,5,1,,1.1058,1.1284,0.0226,,396026
calcium-lactate,E,45.0,refeed,6,360.0,30.0,1.1284,1.287,0.1586,,403572
calcium-lactate,E,45.0,tap,6,1,,1.287,1.3098,0.0228,,405969
calcium-lactate,E,45.0,refeed,7,360.0,30.0,1.3098,1.4643,0.1545,,413517
calcium-lactate,E,45.0,tap,7,1,,1.4643,1.4872,0.0229,,415914
