powder_id,run,t_ms,mass_g,frame,tilt_deg,auger_rpm_cmd,taps_cum,phase
salt,run2,140,1.9243,S,0.0,0.00,0,preroll
salt,run2,235,1.9243,S,0.0,0.00,0,preroll
salt,run2,331,1.9243,S,0.0,0.00,0,preroll
salt,run2,427,1.9243,S,0.0,0.00,0,preroll
salt,run2,523,1.9243,S,0.0,0.00,0,preroll
salt,run2,617,1.9243,S,0.0,0.00,0,preroll
salt,run2,712,1.9243,S,0.0,0.00,0,preroll
salt,run2,808,1.9243,S,0.0,0.00,0,preroll
salt,run2,904,1.9243,S,0.0,0.00,0,preroll
salt,run2,1000,1.9243,S,0.0,0.00,0,preroll
salt,run2,1096,1.9243,S,0.0,0.00,0,preroll
salt,run2,1192,1.9243,S,0.0,0.00,0,preroll
salt,run2,1287,1.9243,S,0.0,0.00,0,preroll
salt,run2,1383,1.9243,S,0.0,0.00,0,preroll
salt,run2,1479,1.9243,S,0.0,0.00,0,preroll
salt,run2,1573,1.9243,S,0.0,0.00,0,preroll
salt,run2,1669,1.9243,S,0.0,0.00,0,preroll
salt,run2,1765,1.9243,S,0.0,0.00,0,preroll
salt,run2,1860,1.9243,S,0.0,0.00,0,preroll
salt,run2,1956,1.9243,S,0.0,0.00,0,preroll
salt,run2,2052,1.9243,S,0.0,0.00,0,preroll
salt,run2,2148,1.9243,S,0.0,0.00,0,preroll
salt,run2,2244,1.9243,S,0.0,0.00,0,preroll
salt,run2,2340,1.9243,S,0.0,0.00,0,preroll
salt,run2,2434,1.9243,S,0.0,0.00,0,preroll
salt,run2,2529,1.9243,S,0.0,0.00,0,preroll
salt,run2,2625,1.9243,S,0.0,0.00,0,preroll
salt,run2,2721,1.9243,S,0.0,0.00,0,preroll
salt,run2,2817,1.9243,S,0.0,0.00,0,preroll
salt,run2,2913,1.9243,S,0.0,0.00,0,preroll
salt,run2,3009,1.9243,S,0.0,0.00,0,preroll
salt,run2,3104,1.9243,S,0.0,0.00,0,preroll
salt,run2,3200,1.9243,S,0.0,0.00,0,preroll
salt,run2,3294,1.9243,S,0.0,0.00,0,preroll
salt,run2,3390,1.9243,S,0.0,0.00,0,preroll
salt,run2,3486,1.9243,S,0.0,0.00,0,preroll
salt,run2,3582,1.9243,S,0.0,0.00,0,preroll
salt,run2,3678,1.9243,S,0.0,0.00,0,preroll
salt,run2,3773,1.9243,S,0.0,0.00,0,preroll
salt,run2,3869,1.9243,S,0.0,0.00,0,preroll
salt,run2,3965,1.9243,S,0.0,0.00,0,preroll
salt,run2,4061,1.9243,S,0.0,0.00,0,preroll
salt,run2,4155,1.9243,S,0.0,0.00,0,preroll
salt,run2,4251,1.9243,S,0.0,0.00,0,preroll
salt,run2,4346,1.9243,S,0.0,0.00,0,preroll
salt,run2,4442,1.9243,S,0.0,0.00,0,preroll
salt,run2,4538,1.9243,S,0.0,0.00,0,preroll
salt,run2,4634,1.9243,S,0.0,0.00,0,preroll
