pass,t_ms,trial,phase,mass,stab,fresh,rpm,m_hat,r_hat,b_hat,sigma,pred
2,200454,7,settle,18.8159,U,0,0,,,,,
2,200646,7,settle,18.8157,U,0,0,,,,,
2,200845,7,settle,18.8156,U,0,0,,,,,
2,201032,7,settle,18.8155,U,0,0,,,,,
2,201221,7,settle,18.8154,U,0,0,,,,,
2,201410,7,settle,18.8153,U,0,0,,,,,
2,201603,7,settle,18.8153,U,0,0,,,,,
2,201794,7,settle,18.8152,U,0,0,,,,,
2,201986,7,settle,18.8152,S,0,0,,,,,
2,202174,7,settle,18.8152,S,0,0,,,,,
2,202366,7,settle,18.8152,S,0,0,,,,,
2,202559,7,settle,18.8152,S,0,0,,,,,
2,202847,7,settle,18.8152,S,0,0,,,,,
2,203035,7,settle,18.8152,S,0,0,,,,,
2,203228,7,settle,18.8152,S,0,0,,,,,
2,203420,7,settle,18.8153,S,0,0,,,,,
2,203610,7,settle,18.8153,S,0,0,,,,,
2,203803,7,settle,18.8153,S,0,0,,,,,
2,203992,7,settle,18.8153,S,0,0,,,,,
2,204184,7,settle,18.8153,S,0,0,,,,,
2,204375,7,settle,18.8153,S,0,0,,,,,
2,204567,7,settle,18.8153,S,0,0,,,,,
2,204759,7,settle,18.8153,S,0,0,,,,,
2,204950,7,settle,18.8152,S,0,0,,,,,
2,205140,7,settle,18.8152,S,0,0,,,,,
2,205332,7,settle,18.8152,S,0,0,,,,,
2,205524,7,settle,18.8152,S,0,0,,,,,
2,205715,7,settle,18.8152,S,0,0,,,,,
2,207152,8,preroll,18.8152,S,1,0,0.0000,0.0000,0.0000,0.01649,0.0000
2,207348,8,preroll,18.8152,S,0,0,0.0000,0.0000,0.0000,0.02711,0.0000
2,207542,8,preroll,18.8152,S,1,0,0.0000,0.0000,0.0000,0.02182,0.0000
2,207738,8,preroll,18.8151,S,1,0,-0.0003,0.0000,-0.0001,0.02006,0.0000
2,207919,8,preroll,18.8151,S,0,0,-0.0003,0.0000,-0.0002,0.02913,0.0000
2,208114,8,preroll,18.8151,S,1,0,0.0000,0.0003,-0.0001,0.02195,0.0000
2,208311,8,preroll,18.8151,S,0,0,0.0001,0.0002,-0.0000,0.03213,0.0000
2,208492,8,preroll,18.8151,S,1,0,-0.0002,0.0000,-0.0001,0.02182,0.0000
2,208691,8,dispense,18.8151,S,0,55,-0.0002,0.0174,-0.0001,0.02527,0.0042
2,208887,8,dispense,18.8151,S,1,55,0.0033,0.0466,-0.0001,0.02024,0.0150
2,209069,8,dispense,18.8150,S,1,55,0.0061,0.0538,0.0000,0.02076,0.0196
2,209267,8,dispense,18.8218,U,1,55,0.0218,0.0758,0.0064,0.02190,0.0408
2,209455,8,dispense,18.8354,U,1,55,0.0432,0.0923,0.0200,0.02137,0.0663
2,209640,8,dispense,18.8569,U,1,55,0.0734,0.1116,0.0412,0.02091,0.1013
2,209837,8,dispense,18.8874,U,1,55,0.1140,0.1298,0.0716,0.02189,0.1465
2,210034,8,dispense,18.9075,U,1,55,0.1181,0.0848,0.0930,0.02214,0.1393
2,210215,8,dispense,18.9138,U,1,55,0.1074,0.0478,0.0995,0.02077,0.1194
2,210412,8,dispense,18.9164,U,1,55,0.1080,0.0527,0.1015,0.02182,0.1211
2,210597,8,dispense,18.9271,U,1,55,0.1313,0.0875,0.1114,0.02109,0.1532
2,210794,8,dispense,18.9539,U,1,55,0.1786,0.1310,0.1377,0.02189,0.2113
2,210975,8,settle,18.9630,U,0,0,,,,,
2,211165,8,settle,18.9599,U,0,0,,,,,
2,211356,8,settle,18.9536,U,0,0,,,,,
2,211548,8,settle,18.9647,U,0,0,,,,,
2,211740,8,settle,19.0015,U,0,0,,,,,
2,211928,8,settle,19.0188,U,0,0,,,,,
2,212120,8,settle,19.0208,U,0,0,,,,,
2,212312,8,settle,19.0196,U,0,0,,,,,
2,212504,8,settle,19.0192,U,0,0,,,,,
2,212696,8,settle,19.0192,U,0,0,,,,,
2,212885,8,settle,19.0192,S,0,0,,,,,
2,213077,8,settle,19.0192,S,0,0,,,,,
2,213269,8,settle,19.0192,S,0,0,,,,,
2,213461,8,settle,19.0192,S,0,0,,,,,
2,213652,8,settle,19.0192,S,0,0,,,,,
2,213842,8,settle,19.0193,S,0,0,,,,,
2,214033,8,settle,19.0193,S,0,0,,,,,
2,214226,8,settle,19.0193,S,0,0,,,,,
2,214417,8,settle,19.0193,S,0,0,,,,,
2,214607,8,settle,19.0193,S,0,0,,,,,
2,214799,8,settle,19.0193,S,0,0,,,,,
2,214990,8,settle,19.0193,S,0,0,,,,,
2,215182,8,settle,19.0193,S,0,0,,,,,
2,215374,8,settle,19.0193,S,0,0,,,,,
2,215563,8,settle,19.0193,S,0,0,,,,,
2,215756,8,settle,19.0193,S,0,0,,,,,
2,215947,8,settle,19.0193,S,0,0,,,,,
2,216138,8,settle,19.0193,S,0,0,,,,,
2,216330,8,settle,19.0193,S,0,0,,,,,
2,216520,8,settle,19.0193,S,0,0,,,,,
2,216712,8,settle,19.0193,S,0,0,,,,,
2,216904,8,settle,19.0193,S,0,0,,,,,
2,217192,8,settle,19.0193,S,0,0,,,,,
2,217381,8,settle,19.0193,S,0,0,,,,,
2,217572,8,settle,19.0193,S,0,0,,,,,
2,217764,8,settle,19.0193,S,0,0,,,,,
2,217963,8,settle,19.0193,S,0,0,,,,,
2,218149,8,settle,19.0193,S,0,0,,,,,
2,218337,8,settle,19.0193,S,0,0,,,,,
2,218530,8,settle,19.0193,S,0,0,,,,,
2,218721,8,settle,19.0193,S,0,0,,,,,
2,218912,8,settle,19.0193,S,0,0,,,,,
2,219102,8,settle,19.0193,S,0,0,,,,,
2,219295,8,settle,19.0193,S,0,0,,,,,
2,219486,8,settle,19.0193,S,0,0,,,,,
2,219677,8,settle,19.0192,S,0,0,,,,,
2,219870,8,settle,19.0192,S,0,0,,,,,
2,220060,8,settle,19.0192,S,0,0,,,,,
2,221497,9,preroll,19.0192,S,1,0,0.0000,0.0000,0.0000,0.01649,0.0000
2,221693,9,preroll,19.0192,S,0,0,0.0000,0.0000,0.0000,0.02711,0.0000
2,221887,9,preroll,19.0192,S,1,0,0.0000,0.0000,0.0000,0.02182,0.0000
2,222083,9,preroll,19.0192,S,0,0,0.0000,0.0000,0.0000,0.03192,0.0000
2,222262,9,preroll,19.0192,S,1,0,0.0000,0.0000,0.0000,0.02157,0.0000
2,222458,9,preroll,19.0192,S,0,0,0.0000,0.0000,0.0000,0.03158,0.0000
2,222652,9,preroll,19.0192,S,1,0,0.0000,0.0000,0.0000,0.02289,0.0000
2,222848,9,preroll,19.0192,S,0,0,0.0000,0.0000,0.0000,0.03290,0.0000
2,223029,9,dispense,19.0192,S,1,55,0.0000,0.0174,0.0000,0.01760,0.0044
2,223226,9,dispense,19.0192,S,0,55,0.0034,0.0467,0.0000,0.02776,0.0151
2,223423,9,dispense,19.0192,S,1,55,0.0083,0.0602,0.0001,0.02337,0.0234
2,223605,9,dispense,19.0266,U,1,55,0.0233,0.0776,0.0073,0.02084,0.0427
2,223803,9,dispense,19.0418,U,1,55,0.0476,0.0957,0.0223,0.02195,0.0716
2,223985,9,dispense,19.0588,U,1,55,0.0653,0.0945,0.0396,0.02087,0.0889
2,224182,9,dispense,19.0744,U,1,55,0.0781,0.0853,0.0554,0.02183,0.0994
2,224370,9,dispense,19.0892,U,1,55,0.0917,0.0841,0.0701,0.02135,0.1127
2,224553,9,settle,19.0913,U,0,0,,,,,
2,224745,9,settle,19.0922,U,0,0,,,,,
2,224936,9,settle,19.1016,U,0,0,,,,,
2,225127,9,settle,19.1144,U,0,0,,,,,
2,225317,9,settle,19.1390,U,0,0,,,,,
2,225510,9,settle,19.1650,U,0,0,,,,,
2,225700,9,settle,19.1741,U,0,0,,,,,
2,225893,9,settle,19.1728,U,0,0,,,,,
2,226085,9,settle,19.1715,U,0,0,,,,,
2,226273,9,settle,19.1713,U,0,0,,,,,
2,226465,9,settle,19.1712,U,0,0,,,,,
2,226657,9,settle,19.1711,U,0,0,,,,,
2,226849,9,settle,19.1711,S,0,0,,,,,
2,227040,9,settle,19.1710,U,0,0,,,,,
2,227231,9,settle,19.1710,S,0,0,,,,,
2,227423,9,settle,19.1709,S,0,0,,,,,
2,227613,9,settle,19.1709,S,0,0,,,,,
2,227805,9,settle,19.1709,S,0,0,,,,,
2,227996,9,settle,19.1708,S,0,0,,,,,
2,228188,9,settle,19.1707,U,0,0,,,,,
2,228379,9,settle,19.1707,S,0,0,,,,,
2,228571,9,settle,19.1706,U,0,0,,,,,
2,228763,9,settle,19.1705,U,0,0,,,,,
2,228952,9,settle,19.1705,S,0,0,,,,,
2,229144,9,settle,19.1704,U,0,0,,,,,
2,229336,9,settle,19.1704,S,0,0,,,,,
2,229526,9,settle,19.1704,S,0,0,,,,,
2,229718,9,settle,19.1703,S,0,0,,,,,
2,229908,9,settle,19.1703,S,0,0,,,,,
2,230100,9,settle,19.1703,S,0,0,,,,,
2,230291,9,settle,19.1703,S,0,0,,,,,
2,230483,9,settle,19.1703,S,0,0,,,,,
2,230769,9,settle,19.1703,S,0,0,,,,,
2,230960,9,settle,19.1703,S,0,0,,,,,
2,231152,9,settle,19.1703,S,0,0,,,,,
2,231345,9,settle,19.1703,S,0,0,,,,,
2,231535,9,settle,19.1703,S,0,0,,,,,
2,231725,9,settle,19.1703,S,0,0,,,,,
2,231917,9,settle,19.1703,S,0,0,,,,,
2,232109,9,settle,19.1703,S,0,0,,,,,
2,232300,9,settle,19.1703,S,0,0,,,,,
2,232490,9,settle,19.1703,S,0,0,,,,,
2,232682,9,settle,19.1703,S,0,0,,,,,
2,232874,9,settle,19.1703,S,0,0,,,,,
2,233065,9,settle,19.1703,S,0,0,,,,,
2,233257,9,settle,19.1703,S,0,0,,,,,
2,233447,9,settle,19.1703,S,0,0,,,,,
2,233640,9,settle,19.1703,S,0,0,,,,,
2,235077,10,preroll,19.1704,S,1,0,0.0000,0.0000,0.0000,0.01649,0.0000
2,235273,10,preroll,19.1704,S,0,0,0.0000,0.0000,0.0000,0.02711,0.0000
2,235468,10,preroll,19.1704,S,1,0,0.0000,0.0000,0.0000,0.02192,0.0000
2,235652,10,preroll,19.1704,S,0,0,0.0000,0.0000,0.0000,0.03106,0.0000
2,235847,10,preroll,19.1704,S,1,0,0.0000,0.0000,0.0000,0.02242,0.0000
2,236035,10,preroll,19.1704,S,0,0,0.0000,0.0000,0.0000,0.03183,0.0000
2,236230,10,preroll,19.1704,S,1,0,0.0000,0.0000,0.0000,0.02269,0.0000
2,236426,10,preroll,19.1704,S,0,0,0.0000,0.0000,0.0000,0.03272,0.0000
2,236609,10,dispense,19.1704,S,1,90,0.0000,0.0285,0.0000,0.01757,0.0071
2,236806,10,dispense,19.1704,S,0,90,0.0056,0.0764,0.0000,0.02773,0.0247
2,237002,10,dispense,19.1705,S,1,90,0.0137,0.0985,0.0002,0.02328,0.0383
2,237183,10,dispense,19.1705,S,0,90,0.0315,0.1172,0.0093,0.03206,0.0608
2,237380,10,dispense,19.1760,U,1,90,0.0216,0.1013,0.0059,0.02320,0.0470
2,237565,10,dispense,19.1772,U,1,90,0.0177,0.0863,0.0074,0.02109,0.0392
2,237763,10,dispense,19.1786,U,1,90,0.0200,0.0910,0.0087,0.02201,0.0427
2,237947,10,dispense,19.1895,U,1,90,0.0429,0.1220,0.0189,0.02103,0.0734
2,238144,10,dispense,19.2137,U,1,90,0.0838,0.1566,0.0427,0.02188,0.1229
2,238341,10,dispense,19.2404,U,1,90,0.1105,0.1482,0.0701,0.02214,0.1475
2,238522,10,dispense,19.2569,U,1,90,0.1123,0.1109,0.0873,0.02077,0.1400
2,238719,10,dispense,19.2719,U,1,90,0.1262,0.1152,0.1018,0.02182,0.1550
2,238903,10,dispense,19.2950,U,1,90,0.1614,0.1491,0.1241,0.02101,0.1987
2,239100,10,dispense,19.3183,U,1,90,0.1848,0.1411,0.1481,0.02187,0.2201
2,239288,10,dispense,19.3299,U,1,90,0.1793,0.0974,0.1606,0.02135,0.2037
2,239485,10,dispense,19.3519,U,1,90,0.2160,0.1425,0.1809,0.02196,0.2516
2,239668,10,dispense,19.3859,U,1,90,0.2665,0.1820,0.2147,0.02093,0.3120
2,239866,10,dispense,19.4073,U,1,90,0.2694,0.1234,0.2380,0.02195,0.3003
2,240063,10,dispense,19.4329,U,1,90,0.2989,0.1411,0.2623,0.02216,0.3342
2,240243,10,dispense,19.4652,U,1,90,0.3420,0.1713,0.2942,0.02069,0.3848
2,240441,10,dispense,19.4768,U,1,90,0.3265,0.0942,0.3081,0.02189,0.3501
2,240624,10,dispense,19.4741,U,1,90,0.3050,0.0558,0.3050,0.02095,0.3189
2,240822,10,dispense,19.4886,U,1,90,0.3461,0.1349,0.3172,0.02194,0.3798
2,241019,10,dispense,19.5166,U,1,90,0.3923,0.1684,0.3456,0.02216,0.4344
2,241199,10,dispense,19.5374,U,1,90,0.3995,0.1265,0.3678,0.02069,0.4311
2,241396,10,dispense,19.5564,U,1,90,0.4148,0.1223,0.3863,0.02180,0.4454
2,241581,10,dispense,19.5890,U,1,90,0.4666,0.1763,0.4176,0.02109,0.5107
2,241779,10,dispense,19.6174,U,1,90,0.4892,0.1488,0.4474,0.02199,0.5264
2,241976,10,dispense,19.6375,U,1,90,0.4957,0.1174,0.4678,0.02216,0.5250
2,242156,10,dispense,19.6638,U,1,90,0.5322,0.1525,0.4929,0.02069,0.5703
2,242353,10,dispense,19.6940,U,1,90,0.5688,0.1606,0.5234,0.02180,0.6089
2,242541,10,dispense,19.7134,U,1,90,0.5720,0.1170,0.5439,0.02135,0.6013
2,242738,10,dispense,19.7302,U,1,90,0.5859,0.1172,0.5601,0.02196,0.6152
2,242921,10,dispense,19.7636,U,1,90,0.6428,0.1826,0.5920,0.02093,0.6884
2,243119,10,dispense,19.7888,U,1,90,0.6570,0.1392,0.6191,0.02195,0.6918
2,243302,10,dispense,19.8003,U,1,90,0.6481,0.0912,0.6310,0.02095,0.6709
2,243500,10,dispense,19.8253,U,1,90,0.6929,0.1516,0.6540,0.02195,0.7308
2,243697,10,dispense,19.8521,U,1,90,0.7231,0.1515,0.6817,0.02216,0.7610
2,243877,10,dispense,19.8617,U,1,90,0.7085,0.0872,0.6927,0.02069,0.7303
2,244075,10,dispense,19.8703,U,1,90,0.7166,0.0993,0.7002,0.02189,0.7415
2,244258,10,dispense,19.8914,U,1,90,0.7568,0.1511,0.7203,0.02095,0.7945
2,244455,10,dispense,19.9158,U,1,90,0.7849,0.1484,0.7455,0.02185,0.8220
2,244652,10,dispense,19.9323,U,1,90,0.7877,0.1120,0.7627,0.02214,0.8157
2,244833,10,dispense,19.9552,U,1,90,0.8197,0.1436,0.7844,0.02077,0.8556
2,245030,10,dispense,19.9845,U,1,90,0.8586,0.1610,0.8137,0.02182,0.8989
2,245227,10,dispense,20.0086,U,1,90,0.8735,0.1330,0.8387,0.02214,0.9067
2,245407,10,dispense,20.0348,U,1,90,0.9024,0.1468,0.8642,0.02069,0.9391
2,245605,10,dispense,20.0660,U,1,90,0.9411,0.1615,0.8953,0.02189,0.9815
2,245793,10,dispense,20.0942,U,1,90,0.9642,0.1464,0.9240,0.02137,1.0008
2,245973,10,settle,20.1021,U,0,0,,,,,
2,246166,10,settle,20.1199,U,0,0,,,,,
2,246358,10,settle,20.1544,U,0,0,,,,,
2,246550,10,settle,20.1767,U,0,0,,,,,
2,246739,10,settle,20.1846,U,0,0,,,,,
2,246930,10,settle,20.1912,U,0,0,,,,,
2,247123,10,settle,20.1929,U,0,0,,,,,
2,247315,10,settle,20.1919,U,0,0,,,,,
2,247505,10,settle,20.1915,U,0,0,,,,,
2,247696,10,settle,20.1914,U,0,0,,,,,
2,247887,10,settle,20.1912,U,0,0,,,,,
2,248078,10,settle,20.1911,U,0,0,,,,,
2,248270,10,settle,20.1911,U,0,0,,,,,
2,248463,10,settle,20.1910,U,0,0,,,,,
2,248652,10,settle,20.1909,U,0,0,,,,,
2,248844,10,settle,20.1909,S,0,0,,,,,
2,249036,10,settle,20.1908,U,0,0,,,,,
2,249227,10,settle,20.1908,S,0,0,,,,,
2,249417,10,settle,20.1907,U,0,0,,,,,
2,249608,10,settle,20.1906,U,0,0,,,,,
2,249801,10,settle,20.1906,S,0,0,,,,,
2,249992,10,settle,20.1905,U,0,0,,,,,
2,250183,10,settle,20.1905,S,0,0,,,,,
2,250374,10,settle,20.1904,U,0,0,,,,,
2,250566,10,settle,20.1904,S,0,0,,,,,
2,250756,10,settle,20.1904,S,0,0,,,,,
2,250949,10,settle,20.1904,S,0,0,,,,,
2,251140,10,settle,20.1904,S,0,0,,,,,
2,251330,10,settle,20.1904,S,0,0,,,,,
2,251522,10,settle,20.1904,S,0,0,,,,,
2,251714,10,settle,20.1904,S,0,0,,,,,
2,251906,10,settle,20.1904,S,0,0,,,,,
2,252191,10,settle,20.1904,S,0,0,,,,,
2,252382,10,settle,20.1903,S,0,0,,,,,
2,252574,10,settle,20.1903,S,0,0,,,,,
2,252765,10,settle,20.1903,S,0,0,,,,,
2,252955,10,settle,20.1903,S,0,0,,,,,
2,253147,10,settle,20.1903,S,0,0,,,,,
2,253338,10,settle,20.1903,S,0,0,,,,,
2,253530,10,settle,20.1903,S,0,0,,,,,
2,253722,10,settle,20.1903,S,0,0,,,,,
2,253912,10,settle,20.1903,S,0,0,,,,,
2,254104,10,settle,20.1903,S,0,0,,,,,
2,254295,10,settle,20.1903,S,0,0,,,,,
2,254487,10,settle,20.1903,S,0,0,,,,,
2,254679,10,settle,20.1903,S,0,0,,,,,
2,254869,10,settle,20.1903,S,0,0,,,,,
2,255061,10,settle,20.1903,S,0,0,,,,,
