powder_id,block,tilt_deg,phase,trial,action,rpm,before_g,after_g,delta_g,flag,t_ms
salt,A,45.0,baseline,0,,,0.0,0.0,0.0,,7477
salt,A,45.0,baseline,1,,,0.0,0.0,0.0,,9575
salt,A,45.0,baseline,2,,,0.0,0.0,0.0,,11678
salt,A,45.0,baseline,3,,,0.0,0.0,0.0,,13793
salt,A,45.0,baseline,4,,,0.0,0.0,0.0,,15887
salt,A,45.0,baseline,5,,,0.0,0.0,0.0,,17990
salt,A,45.0,baseline,6,,,0.0,0.0,0.0,,20105
salt,A,45.0,baseline,7,,,0.0,0.0,0.0,,22199
salt,B,0.0,hold,0,15,,0.0,0.0,0.0,,42671
salt,B,45.0,hold,0,15,,0.0,0.0,0.0,,63134
salt,B,90.0,hold,0,15,,0.0,0.0,0.0,,83598
salt,C,0.0,rotation,0,360.0,30.0,0.0,0.0044,0.0044,,96024
salt,C,0.0,rotation,1,360.0,30.0,0.0044,0.0105,0.0061,,102433
salt,C,0.0,rotation,2,360.0,30.0,0.0105,0.0164,0.0059,,108839
salt,C,0.0,rotation,3,360.0,30.0,0.0164,0.0216,0.0052,,115246
salt,C,0.0,rotation,4,360.0,30.0,0.0216,0.0279,0.0063,,121654
salt,C,0.0,rotation,5,360.0,30.0,0.0279,0.0336,0.0057,,128061
salt,C,45.0,rotation,0,360.0,30.0,0.0,0.0172,0.0172,,139738
salt,C,45.0,rotation,1,360.0,30.0,0.0172,0.0346,0.0174,,146141
salt,C,45.0,rotation,2,360.0,30.0,0.0346,0.0565,0.0219,,152546
salt,C,45.0,rotation,3,360.0,30.0,0.0565,0.0803,0.0238,,158953
salt,C,45.0,rotation,4,360.0,30.0,0.0803,0.0958,0.0155,,165359
salt,C,45.0,rotation,5,360.0,30.0,0.0958,0.1026,0.0068,,171766
salt,C,90.0,rotation,0,360.0,30.0,0.0,0.0258,0.0258,,183434
salt,C,90.0,rotation,1,360.0,30.0,0.0258,0.0408,0.015,,189840
salt,C,90.0,rotation,2,360.0,30.0,0.0408,0.0832,0.0424,,196245
salt,C,90.0,rotation,3,360.0,30.0,0.0832,0.1052,0.022,,202653
salt,C,90.0,rotation,4,360.0,30.0,0.1052,0.1219,0.0167,,209058
salt,C,90.0,rotation,5,360.0,30.0,0.1219,0.1494,0.0275,,215467
salt,D,45.0,speed,0,3.0,15.0,0.0,0.1517,0.1517,,236898
salt,D,45.0,speed,1,3.0,45.0,0.1517,0.2106,0.0589,,243772
salt,D,45.0,speed,2,3.0,90.0,0.2106,0.2643,0.0537,,248267
salt,E,0.0,refeed,0,360.0,30.0,0.0,0.006,0.006,,259943
salt,E,0.0,tap,0,1,,0.006,0.0068,0.0008,,262899
salt,E,0.0,refeed,1,360.0,30.0,0.0068,0.012,0.0052,,269306
salt,E,0.0,tap,1,1,,0.012,0.0136,0.0016,,272463
salt,E,0.0,refeed,2,360.0,30.0,0.0136,0.0194,0.0058,,278871
salt,E,0.0,tap,2,1,,0.0194,0.0208,0.0014,,282026
salt,E,0.0,refeed,3,360.0,30.0,0.0208,0.0276,0.0068,,288433
salt,E,0.0,tap,3,1,,0.0276,0.0285,0.0009,,291590
salt,E,0.0,refeed,4,360.0,30.0,0.0285,0.0351,0.0066,,297998
salt,E,0.0,tap,4,1,,0.0351,0.037,0.0019,,301344
salt,E,0.0,refeed,5,360.0,30.0,0.037,0.0431,0.0061,,307750
salt,E,0.0,tap,5,1,,0.0431,0.0438,0.0007,,310717
salt,E,0.0,refeed,6,360.0,30.0,0.0438,0.0518,0.008,,317122
salt,E,0.0,tap,6,1,,0.0518,0.0533,0.0015,,320278
salt,E,0.0,refeed,7,360.0,30.0,0.0533,0.0657,0.0124,,326684
salt,E,0.0,tap,7,1,,0.0657,0.0669,0.0012,,329839
salt,E,45.0,refeed,0,360.0,30.0,0.0,0.0404,0.0404,,341516
salt,E,45.0,tap,0,1,,0.0404,0.0416,0.0012,,344662
salt,E,45.0,refeed,1,360.0,30.0,0.0416,0.0824,0.0408,,351069
salt,E,45.0,tap,1,1,,0.0824,0.0849,0.0025,,354416
salt,E,45.0,refeed,2,360.0,30.0,0.0849,0.115,0.0301,,360824
salt,E,45.0,tap,2,1,,0.115,0.1188,0.0038,,363221
salt,E,45.0,refeed,3,360.0,30.0,0.1188,0.1669,0.0481,,369629
salt,E,45.0,tap,3,1,,0.1669,0.1702,0.0033,,373160
salt,E,45.0,refeed,4,360.0,30.0,0.1702,0.2165,0.0463,,379568
salt,E,45.0,tap,4,1,,0.2165,0.221,0.0045,,381965
salt,E,45.0,refeed,5,360.0,30.0,0.221,0.2665,0.0455,,388372
salt,E,45.0,tap,5,1,,0.2665,0.2694,0.0029,,391712
salt,E,45.0,refeed,6,360.0,30.0,0.2694,0.3252,0.0558,,398120
salt,E,45.0,tap,6,1,,0.3252,0.3269,0.0017,,401466
salt,E,45.0,refeed,7,360.0,30.0,0.3269,0.3862,0.0593,,407875
salt,E,45.0,tap,7,1,,0.3862,0.3907,0.0045,,410271
