powder_id,block,tilt_deg,rpm,t_ms,grams,stable
salt,D,45.0,15.0,221213,0.0,1
salt,D,45.0,15.0,221585,0.0,1
salt,D,45.0,15.0,221872,0.0,1
salt,D,45.0,15.0,222160,0.0,1
salt,D,45.0,15.0,222444,0.0005,0
salt,D,45.0,15.0,222731,0.0071,0
salt,D,45.0,15.0,223019,0.0124,0
salt,D,45.0,15.0,223305,0.0174,0
salt,D,45.0,15.0,223592,0.0204,0
salt,D,45.0,15.0,223881,0.0238,0
salt,D,45.0,15.0,224165,0.0284,0
salt,D,45.0,15.0,224454,0.0322,0
salt,D,45.0,15.0,224741,0.0338,0
salt,D,45.0,15.0,225026,0.0353,0
salt,D,45.0,15.0,225313,0.0359,0
salt,D,45.0,15.0,225601,0.0362,0
salt,D,45.0,15.0,225887,0.0365,0
salt,D,45.0,15.0,226174,0.0369,0
salt,D,45.0,15.0,226463,0.0371,0
salt,D,45.0,15.0,226747,0.0375,0
salt,D,45.0,15.0,227034,0.0454,0
salt,D,45.0,15.0,227322,0.0526,0
salt,D,45.0,15.0,227608,0.0604,0
salt,D,45.0,15.0,227895,0.0655,0
salt,D,45.0,15.0,228183,0.0692,0
salt,D,45.0,15.0,228470,0.0727,0
salt,D,45.0,15.0,228756,0.0744,0
salt,D,45.0,15.0,229043,0.0746,0
salt,D,45.0,15.0,229331,0.0748,0
salt,D,45.0,15.0,229617,0.0751,0
salt,D,45.0,15.0,229904,0.0756,0
salt,D,45.0,15.0,230192,0.0762,0
salt,D,45.0,15.0,230477,0.0768,0
salt,D,45.0,15.0,230764,0.083,0
salt,D,45.0,15.0,231059,0.0885,0
salt,D,45.0,15.0,231339,0.0949,0
salt,D,45.0,15.0,231626,0.1023,0
salt,D,45.0,15.0,231914,0.1076,0
salt,D,45.0,15.0,232199,0.112,0
salt,D,45.0,15.0,232487,0.1144,0
salt,D,45.0,15.0,232774,0.1172,0
salt,D,45.0,15.0,233060,0.1182,0
salt,D,45.0,15.0,233347,0.1185,0
salt,D,45.0,15.0,233635,0.1188,0
salt,D,45.0,15.0,233921,0.1193,0
salt,D,45.0,15.0,234208,0.1196,0
salt,D,45.0,15.0,234495,0.12,0
salt,D,45.0,15.0,234781,0.1206,0
salt,D,45.0,45.0,237362,0.1517,1
salt,D,45.0,45.0,237650,0.1517,1
salt,D,45.0,45.0,237937,0.1517,1
salt,D,45.0,45.0,238226,0.1519,0
salt,D,45.0,45.0,238510,0.1583,0
salt,D,45.0,45.0,238799,0.1603,0
salt,D,45.0,45.0,239085,0.162,0
salt,D,45.0,45.0,239371,0.1661,0
salt,D,45.0,45.0,239659,0.172,0
salt,D,45.0,45.0,239946,0.1751,0
salt,D,45.0,45.0,240231,0.1763,0
salt,D,45.0,45.0,240519,0.1773,0
salt,D,45.0,45.0,240807,0.1833,0
salt,D,45.0,45.0,241092,0.1901,0
salt,D,45.0,45.0,241380,0.1933,0
salt,D,45.0,45.0,241667,0.1957,0
salt,D,45.0,90.0,244153,0.2106,1
salt,D,45.0,90.0,244439,0.2106,1
salt,D,45.0,90.0,244726,0.2106,1
salt,D,45.0,90.0,245014,0.2106,1
salt,D,45.0,90.0,245302,0.2193,0
salt,D,45.0,90.0,245588,0.2282,0
salt,D,45.0,90.0,245874,0.2347,0
salt,D,45.0,90.0,246162,0.2407,0
